case_SUMleges_seq,action_code_seq,activityNameEN_seq,case_caseStatus_seq,case_Responsible_actor_seq,concept_name_seq,case_last_phase_seq,case_requestComplete_seq,case_parts_seq,question_seq,case_termName_seq,monitoringResource_seq,org_resource_seq,delta,delta_p,delta_df,duration,duration_df,duration_p,cluster
0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0,01HOOFD010/10UOV030/01HOOFD0652/04BPT010/01HOOFD0651/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD375/10UOV010/01HOOFD450/10UOV0502/01HOOFD5102/10UOV060/01HOOFD470/01BB540/01HOOFD790,registersubmissiondaterequest/datedraftdecisionforinspection/entersenddateprocedureconfirmation/MERpresent/sendprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown/opendraftdecisionforinspection/enterdateadviceontreatmentofenvironmentalpermit/enteringsenddatedraftdecisionenvironmentalpermit/entersenddatedecisionenvironmentalpermit/perspectiveondraftdecisionenvironmentalpermitreceived/suspensiongroundapplicable/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G/G/G/G/G/G/G/G/G/G/G,3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844/3148844,ArtificialStartTask/01HOOFD/10UOV/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/10UOV/01HOOFD/10UOV/01HOOFD/10UOV/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen/Ontwerpbesluitgenomen,1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1,Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding/Milieumelding,EMPTY/EMPTY/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/True/EMPTY/EMPTY/EMPTY/False/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/3148844/560696/560696/560696/3148844/560696/3148844/3148844/3148844,560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749,0/1/32/23/0/0/0/0/0/0/0/0/0/2/2/0/38/0/0/0/0,0/49/0/0/0/0/0/0/0/0/0/0/0/0/42/-42/42/0/0,0/49/0/0/0/0/0/0/0/0/0/0/0/0/42/0/0/0/0,98,91,91,3
0,01HOOFD010,registersubmissiondaterequest,G,2013365,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560673,560673,0/0/0,0,0,0,0,0,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560673,560673,0/0/0,0,0,0,0,0,3
0/0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD0651/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD375,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560741/560696/560696/560696/560696/560696/560696/560696/560696,560749/560749/560749/560749/560673/560673/560673/560673/560673,0/1/3/0/0/3/48/0/0/0/0,0/0/0/0/51/-51/51/0/0,0/0/0/0/51/0/0/0/0,55,51,51,3
0/0/0/0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD4903/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD375/01BB540/01HOOFD790,registersubmissiondaterequest/MERpresent/registerdateenvironmentalpermitdecision/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1/1/1,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696,560749/560749/560922/560922/560922/560922/560922/560922/560922/560749/560749,0/1/6/8/0/0/0/0/0/0/81/0/0,0/0/8/0/0/0/0/0/0/0/0,0/0/8/0/0/0/0/0/0/81/0,96,89,8,3
0/0/0/0/0/0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD0651/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370/01BB540/01HOOFD790/01BB770/01HOOFD4903,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase/setphasephasepermittingirrevocable/registerdateenvironmentalpermitdecision,G/G/G/G/G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1/1/1/1/1,Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning/Milieuvergunning,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696/560696,560673/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749/560749,0/1/80/0/0/0/0/0/0/0/0/0/0/1/4,0/80/0/0/0/0/0/0/0/0/0/0/0,0/80/0/0/0/0/0/0/0/0/0/0/0,86,80,80,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696,560673/560696/560696/560696/560696/560696/560696,0/1/39/0/0/0/0/0/35,0/34/0/0/0/0/0,0/34/0/0/0/0/0,75,34,34,3
0/0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD0651/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696/560696/560696,560673/560673/560673/560673/560673/560673/560673/560673/560673,0/1/70/0/0/0/0/0/0/0/0,0/69/0/0/0/0/0/0/0,0/69/0/0/0/0/0/0/0,71,69,69,3
2394.963/2394.963/2394.963/2394.963/2394.963/2394.963/2394.963,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,SloopBouw/SloopBouw/SloopBouw/SloopBouw/SloopBouw/SloopBouw/SloopBouw,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/2013365/2013365/2013365/2013365/2013365/560696,560741/2013365/2013365/2013365/2013365/2013365/2013365,0/1/20/9/6/0/0/0/6,0/19/0/0/9/6/0,0/19/9/6/0/0/0,42,34,34,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,AanlegUitvoerenwerkofwerkzaamheidBouw/AanlegUitvoerenwerkofwerkzaamheidBouw/AanlegUitvoerenwerkofwerkzaamheidBouw/AanlegUitvoerenwerkofwerkzaamheidBouw/AanlegUitvoerenwerkofwerkzaamheidBouw/AanlegUitvoerenwerkofwerkzaamheidBouw/AanlegUitvoerenwerkofwerkzaamheidBouw,EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696/560696,560741/560696/560696/560696/560696/560696/560696,0/1/49/0/0/0/0/0/2,0/47/0/0/0/0/0,0/47/0/0/0/0/0,52,47,47,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD130/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/False/False/EMPTY,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560741/2013365/2013365/2013365/2013365/2013365/2013365,560741/2013365/2013365/2013365/2013365/2013365/2013365,0/1/20/0/0/0/0/0/2,0/19/0/0/0/0/0,0/19/0/0/0/0/0,23,19,19,3
0/0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD0651/06VD010/01HOOFD110/05EIND010/01HOOFD100/09AHI010/01HOOFD370,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/extendprocedureterm/treatsubcasescompleteness/terminateonrequest/registrerdateofpublishingreceivedrequest/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560741/2013365/2013365/2013365/2013365/2013365/2013365/2013365/2013365,560741/2013365/2013365/2013365/2013365/2013365/2013365/2013365/2013365,0/1/21/0/0/0/0/0/0/0/5,0/20/0/0/0/0/0/0/0,0/20/0/0/0/0/0/0/0,27,20,20,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560673,560673,0/1/7,0,0,8,0,0,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560673,560673,0/1/7,0,0,8,0,0,3
0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD0651/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1/1,InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg,EMPTY/False/EMPTY/False/False/EMPTY/False/EMPTY,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560673/560696/560696/560696/560696/560696/560696/560696,560673/560696/560696/560696/560696/560696/560696/560696,0/1/21/0/0/0/0/0/0/0,0/17/0/0/0/0/0/0,0/17/0/0/0/0/0/0,22,17,17,3
5772.864/5772.864/5772.864/5772.864/5772.864/5772.864,01HOOFD0302/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD375,entersenddateacknowledgement/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696,560696/560696/560696/560696/560454/560454,0/1/6/0/0/49/0/5,0/0/0/0/49/0,0/0/0/0/49/0,61,49,49,3
0/0/0/0/0/0,01HOOFD010/06VD010/05EIND010/01HOOFD050/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/terminateonrequest/applicantisstakeholder/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,KapInritUitweg/KapInritUitweg/KapInritUitweg/KapInritUitweg/KapInritUitweg/KapInritUitweg,EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696,560741/560696/560696/560696/560696/560696,0/1/47/0/0/0/0/11,0/45/0/0/0/0,0/45/0/0/0/0,59,45,45,3
0/0/0/0/0/0/0,01HOOFD010/05EIND010/01HOOFD050/06VD010/01HOOFD180/09AHI010/01HOOFD375,registersubmissiondaterequest/terminateonrequest/applicantisstakeholder/extendprocedureterm/activitiesregularprocedure/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/01HOOFD/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Brandveiliggebruikmelding/Brandveiliggebruikmelding/Brandveiliggebruikmelding/Brandveiliggebruikmelding/Brandveiliggebruikmelding/Brandveiliggebruikmelding/Brandveiliggebruikmelding,EMPTY/False/True/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696/560696,560741/560696/560696/560696/560696/560696/560696,0/1/47/0/0/0/0/0/1,0/43/0/0/0/0/0,0/43/0/0/0/0/0,49,43,43,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Kap,EMPTY,EMPTY,560673,560673,0/1/4,0,0,5,0,0,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD110/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/treatsubcasescompleteness/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/3069866/3069866/3069866/3069866/3069866/3069866,560673/560696/560696/560696/560696/560696/560696,0/1/43/0/0/0/0/0/2,0/42/0/0/0/0/0,0/42/0/0/0/0/0,46,42,42,3
185.46/185.46/185.46/185.46/185.46/185.46,01HOOFD010/05EIND010/06VD010/01HOOFD110/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/treatsubcasescompleteness/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/EMPTY/False/EMPTY,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560673/560696/560696/560696/560454/560454,560673/560696/560696/560454/560454/560454,0/1/14/0/3/1/0/6,0/10/0/0/4/0,0/10/0/3/1/0,25,14,14,3
4868.7466/4868.7466/4868.7466/4868.7466/4868.7466/4868.7466/4868.7466,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/2013365/2013365/2013365/2013365/2013365/2013365,560741/2013365/2013365/2013365/2013365/2013365/2013365,0/1/30/0/0/0/0/0/4,0/29/0/0/0/0/0,0/29/0/0/0/0/0,35,29,29,3
2588.853/2588.853/2588.853/2588.853/2588.853/2588.853/2588.853/2588.853/2588.853/2588.853/2588.853,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD110/08AWB450202/01HOOFD1902/08AWB45010/01HOOFD130/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/treatsubcasescompleteness/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/termforsupplyingmissingdata/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G/G/G/G/G,560454/560454/560454/560454/560454/560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/False/EMPTY/False/EMPTY/EMPTY/EMPTY/EMPTY/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,6/560696/560696/560696/560696/560454/560454/560454/560454/560454/560454,560673/560696/560696/560696/560454/560454/560454/560454/560454/560454/560454,0/1/10/0/0/6/25/22/13/0/0/0/2,0/8/0/0/0/66/0/0/0/0/0,0/8/0/0/6/60/0/0/0/0/0,79,74,74,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560696,560749,0/1/1,0,0,2,0,0,3
592.629/592.629/592.629/592.629/592.629/592.629/592.629,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD200/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/requestcomplete/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,2013365/2013365/2013365/2013365/2013365/2013365/2013365,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,2013365/560696/560696/560696/2013365/2013365/2013365,560749/560696/560696/2013365/2013365/2013365/2013365,0/1/6/0/29/0/1/0/3,0/0/0/0/13/17/0,0/5/0/29/0/1/0,40,35,30,3
107.061/107.061/107.061/107.061/107.061/107.061/107.061,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454/560454,0/1/25/0/0/0/0/1/6,0/22/0/0/0/0/0,0/22/0/0/0/0/1,33,23,22,3
